Code,Year,Covered by tax instrument in at least one sector
MCO,1991,No carbon tax
MCO,1992,No carbon tax
MCO,1993,No carbon tax
MCO,1994,No carbon tax
MCO,1995,No carbon tax
MCO,1996,No carbon tax
MCO,1997,No carbon tax
MCO,1998,No carbon tax
MCO,1999,No carbon tax
MCO,2000,No carbon tax
MCO,2001,No carbon tax
MCO,2002,No carbon tax
MCO,2003,No carbon tax
MCO,2004,No carbon tax
MCO,2005,No carbon tax
MCO,2006,No carbon tax
MCO,2007,No carbon tax
MCO,2008,No carbon tax
MCO,2009,No carbon tax
MCO,2010,No carbon tax
MCO,2011,No carbon tax
MCO,2012,No carbon tax
MCO,2013,No carbon tax
MCO,2014,No carbon tax
MCO,2015,No carbon tax
MCO,2016,No carbon tax
MCO,2017,No carbon tax
MCO,2018,No carbon tax
MCO,2019,No carbon tax
MCO,2020,No carbon tax
MCO,2021,No carbon tax
MCO,2022,No carbon tax
MNG,1989,No carbon tax
MNG,1990,No carbon tax
MNG,1991,No carbon tax
MNG,1992,No carbon tax
MNG,1993,No carbon tax
MNG,1994,No carbon tax
MNG,1995,No carbon tax
MNG,1996,No carbon tax
MNG,1997,No carbon tax
MNG,1998,No carbon tax
MNG,1999,No carbon tax
MNG,2000,No carbon tax
MNG,2001,No carbon tax
MNG,2002,No carbon tax
MNG,2003,No carbon tax
MNG,2004,No carbon tax
MNG,2005,No carbon tax
MNG,2006,No carbon tax
MNG,2007,No carbon tax
MNG,2008,No carbon tax
MNG,2009,No carbon tax
MNG,2010,No carbon tax
MNG,2011,No carbon tax
MNG,2012,No carbon tax
MNG,2013,No carbon tax
MNG,2014,No carbon tax
MNG,2015,No carbon tax
MNG,2016,No carbon tax
MNG,2017,No carbon tax
MNG,2018,No carbon tax
MNG,2019,No carbon tax
MNG,2020,No carbon tax
MNG,2021,No carbon tax
MNG,2022,No carbon tax
MNE,1989,No carbon tax
MNE,1990,No carbon tax
MNE,1991,No carbon tax
MNE,1992,No carbon tax
MNE,1993,No carbon tax
MNE,1994,No carbon tax
MNE,1995,No carbon tax
MNE,1996,No carbon tax
MNE,1997,No carbon tax
MNE,1998,No carbon tax
MNE,1999,No carbon tax
MNE,2000,No carbon tax
MNE,2001,No carbon tax
MNE,2002,No carbon tax
MNE,2003,No carbon tax
MNE,2004,No carbon tax
MNE,2005,No carbon tax
MNE,2006,No carbon tax
MNE,2007,No carbon tax
MNE,2008,No carbon tax
MNE,2009,No carbon tax
MNE,2010,No carbon tax
MNE,2011,No carbon tax
MNE,2012,No carbon tax
MNE,2013,No carbon tax
MNE,2014,No carbon tax
MNE,2015,No carbon tax
MNE,2016,No carbon tax
MNE,2017,No carbon tax
MNE,2018,No carbon tax
MNE,2019,No carbon tax
MNE,2020,No carbon tax
MNE,2021,No carbon tax
MNE,2022,No carbon tax
MAR,1989,No carbon tax
MAR,1990,No carbon tax
MAR,1991,No carbon tax
MAR,1992,No carbon tax
MAR,1993,No carbon tax
MAR,1994,No carbon tax
MAR,1995,No carbon tax
MAR,1996,No carbon tax
MAR,1997,No carbon tax
MAR,1998,No carbon tax
MAR,1999,No carbon tax
MAR,2000,No carbon tax
MAR,2001,No carbon tax
MAR,2002,No carbon tax
MAR,2003,No carbon tax
MAR,2004,No carbon tax
MAR,2005,No carbon tax
MAR,2006,No carbon tax
MAR,2007,No carbon tax
MAR,2008,No carbon tax
MAR,2009,No carbon tax
MAR,2010,No carbon tax
MAR,2011,No carbon tax
MAR,2012,No carbon tax
MAR,2013,No carbon tax
MAR,2014,No carbon tax
MAR,2015,No carbon tax
MAR,2016,No carbon tax
MAR,2017,No carbon tax
MAR,2018,No carbon tax
MAR,2019,No carbon tax
MAR,2020,No carbon tax
MAR,2021,No carbon tax
MAR,2022,No carbon tax
MOZ,1989,No carbon tax
MOZ,1990,No carbon tax
MOZ,1991,No carbon tax
MOZ,1992,No carbon tax
MOZ,1993,No carbon tax
MOZ,1994,No carbon tax
MOZ,1995,No carbon tax
MOZ,1996,No carbon tax
MOZ,1997,No carbon tax
MOZ,1998,No carbon tax
MOZ,1999,No carbon tax
MOZ,2000,No carbon tax
MOZ,2001,No carbon tax
MOZ,2002,No carbon tax
MOZ,2003,No carbon tax
MOZ,2004,No carbon tax
MOZ,2005,No carbon tax
MOZ,2006,No carbon tax
MOZ,2007,No carbon tax
MOZ,2008,No carbon tax
MOZ,2009,No carbon tax
MOZ,2010,No carbon tax
MOZ,2011,No carbon tax
MOZ,2012,No carbon tax
MOZ,2013,No carbon tax
MOZ,2014,No carbon tax
MOZ,2015,No carbon tax
MOZ,2016,No carbon tax
MOZ,2017,No carbon tax
MOZ,2018,No carbon tax
MOZ,2019,No carbon tax
MOZ,2020,No carbon tax
MOZ,2021,No carbon tax
MOZ,2022,No carbon tax
MMR,1989,No carbon tax
MMR,1990,No carbon tax
MMR,1991,No carbon tax
MMR,1992,No carbon tax
MMR,1993,No carbon tax
MMR,1994,No carbon tax
MMR,1995,No carbon tax
MMR,1996,No carbon tax
MMR,1997,No carbon tax
MMR,1998,No carbon tax
MMR,1999,No carbon tax
MMR,2000,No carbon tax
MMR,2001,No carbon tax
MMR,2002,No carbon tax
MMR,2003,No carbon tax
MMR,2004,No carbon tax
MMR,2005,No carbon tax
MMR,2006,No carbon tax
MMR,2007,No carbon tax
MMR,2008,No carbon tax
MMR,2009,No carbon tax
MMR,2010,No carbon tax
MMR,2011,No carbon tax
MMR,2012,No carbon tax
MMR,2013,No carbon tax
MMR,2014,No carbon tax
MMR,2015,No carbon tax
MMR,2016,No carbon tax
MMR,2017,No carbon tax
MMR,2018,No carbon tax
MMR,2019,No carbon tax
MMR,2020,No carbon tax
MMR,2021,No carbon tax
MMR,2022,No carbon tax
NAM,1989,No carbon tax
NAM,1990,No carbon tax
NAM,1991,No carbon tax
NAM,1992,No carbon tax
NAM,1993,No carbon tax
NAM,1994,No carbon tax
NAM,1995,No carbon tax
NAM,1996,No carbon tax
NAM,1997,No carbon tax
NAM,1998,No carbon tax
NAM,1999,No carbon tax
NAM,2000,No carbon tax
NAM,2001,No carbon tax
NAM,2002,No carbon tax
NAM,2003,No carbon tax
NAM,2004,No carbon tax
NAM,2005,No carbon tax
NAM,2006,No carbon tax
NAM,2007,No carbon tax
NAM,2008,No carbon tax
NAM,2009,No carbon tax
NAM,2010,No carbon tax
NAM,2011,No carbon tax
NAM,2012,No carbon tax
NAM,2013,No carbon tax
NAM,2014,No carbon tax
NAM,2015,No carbon tax
NAM,2016,No carbon tax
NAM,2017,No carbon tax
NAM,2018,No carbon tax
NAM,2019,No carbon tax
NAM,2020,No carbon tax
NAM,2021,No carbon tax
NAM,2022,No carbon tax
NRU,1989,No carbon tax
NRU,1990,No carbon tax
NRU,1991,No carbon tax
NRU,1992,No carbon tax
NRU,1993,No carbon tax
NRU,1994,No carbon tax
NRU,1995,No carbon tax
NRU,1996,No carbon tax
NRU,1997,No carbon tax
NRU,1998,No carbon tax
NRU,1999,No carbon tax
NRU,2000,No carbon tax
NRU,2001,No carbon tax
NRU,2002,No carbon tax
NRU,2003,No carbon tax
NRU,2004,No carbon tax
NRU,2005,No carbon tax
NRU,2006,No carbon tax
NRU,2007,No carbon tax
NRU,2008,No carbon tax
NRU,2009,No carbon tax
NRU,2010,No carbon tax
NRU,2011,No carbon tax
NRU,2012,No carbon tax
NRU,2013,No carbon tax
NRU,2014,No carbon tax
NRU,2015,No carbon tax
NRU,2016,No carbon tax
NRU,2017,No carbon tax
NRU,2018,No carbon tax
NRU,2019,No carbon tax
NRU,2020,No carbon tax
NRU,2021,No carbon tax
NRU,2022,No carbon tax
NPL,1989,No carbon tax
NPL,1990,No carbon tax
NPL,1991,No carbon tax
NPL,1992,No carbon tax
NPL,1993,No carbon tax
NPL,1994,No carbon tax
NPL,1995,No carbon tax
NPL,1996,No carbon tax
NPL,1997,No carbon tax
NPL,1998,No carbon tax
NPL,1999,No carbon tax
NPL,2000,No carbon tax
NPL,2001,No carbon tax
NPL,2002,No carbon tax
NPL,2003,No carbon tax
NPL,2004,No carbon tax
NPL,2005,No carbon tax
NPL,2006,No carbon tax
NPL,2007,No carbon tax
NPL,2008,No carbon tax
NPL,2009,No carbon tax
NPL,2010,No carbon tax
NPL,2011,No carbon tax
NPL,2012,No carbon tax
NPL,2013,No carbon tax
NPL,2014,No carbon tax
NPL,2015,No carbon tax
NPL,2016,No carbon tax
NPL,2017,No carbon tax
NPL,2018,No carbon tax
NPL,2019,No carbon tax
NPL,2020,No carbon tax
NPL,2021,No carbon tax
NPL,2022,No carbon tax
NLD,1989,No carbon tax
NLD,1990,No carbon tax
NLD,1991,No carbon tax
NLD,1992,No carbon tax
NLD,1993,No carbon tax
NLD,1994,No carbon tax
NLD,1995,No carbon tax
NLD,1996,No carbon tax
NLD,1997,No carbon tax
NLD,1998,No carbon tax
NLD,1999,No carbon tax
NLD,2000,No carbon tax
NLD,2001,No carbon tax
NLD,2002,No carbon tax
NLD,2003,No carbon tax
NLD,2004,No carbon tax
NLD,2005,No carbon tax
NLD,2006,No carbon tax
NLD,2007,No carbon tax
NLD,2008,No carbon tax
NLD,2009,No carbon tax
NLD,2010,No carbon tax
NLD,2011,No carbon tax
NLD,2012,No carbon tax
NLD,2013,No carbon tax
NLD,2014,No carbon tax
NLD,2015,No carbon tax
NLD,2016,No carbon tax
NLD,2017,No carbon tax
NLD,2018,No carbon tax
NLD,2019,No carbon tax
NLD,2020,No carbon tax
NLD,2021,Has a carbon tax
NLD,2022,Has a carbon tax
NZL,1989,No carbon tax
NZL,1990,No carbon tax
NZL,1991,No carbon tax
NZL,1992,No carbon tax
NZL,1993,No carbon tax
NZL,1994,No carbon tax
NZL,1995,No carbon tax
NZL,1996,No carbon tax
NZL,1997,No carbon tax
NZL,1998,No carbon tax
NZL,1999,No carbon tax
NZL,2000,No carbon tax
NZL,2001,No carbon tax
NZL,2002,No carbon tax
NZL,2003,No carbon tax
NZL,2004,No carbon tax
NZL,2005,No carbon tax
NZL,2006,No carbon tax
NZL,2007,No carbon tax
NZL,2008,No carbon tax
NZL,2009,No carbon tax
NZL,2010,No carbon tax
NZL,2011,No carbon tax
NZL,2012,No carbon tax
NZL,2013,No carbon tax
NZL,2014,No carbon tax
NZL,2015,No carbon tax
NZL,2016,No carbon tax
NZL,2017,No carbon tax
NZL,2018,No carbon tax
NZL,2019,No carbon tax
NZL,2020,No carbon tax
NZL,2021,No carbon tax
NZL,2022,No carbon tax
NIC,1989,No carbon tax
NIC,1990,No carbon tax
NIC,1991,No carbon tax
NIC,1992,No carbon tax
NIC,1993,No carbon tax
NIC,1994,No carbon tax
NIC,1995,No carbon tax
NIC,1996,No carbon tax
NIC,1997,No carbon tax
NIC,1998,No carbon tax
NIC,1999,No carbon tax
NIC,2000,No carbon tax
NIC,2001,No carbon tax
NIC,2002,No carbon tax
NIC,2003,No carbon tax
NIC,2004,No carbon tax
NIC,2005,No carbon tax
NIC,2006,No carbon tax
NIC,2007,No carbon tax
NIC,2008,No carbon tax
NIC,2009,No carbon tax
NIC,2010,No carbon tax
NIC,2011,No carbon tax
NIC,2012,No carbon tax
NIC,2013,No carbon tax
NIC,2014,No carbon tax
NIC,2015,No carbon tax
NIC,2016,No carbon tax
NIC,2017,No carbon tax
NIC,2018,No carbon tax
NIC,2019,No carbon tax
NIC,2020,No carbon tax
NIC,2021,No carbon tax
NIC,2022,No carbon tax
NER,1989,No carbon tax
NER,1990,No carbon tax
NER,1991,No carbon tax
NER,1992,No carbon tax
NER,1993,No carbon tax
NER,1994,No carbon tax
NER,1995,No carbon tax
NER,1996,No carbon tax
NER,1997,No carbon tax
NER,1998,No carbon tax
NER,1999,No carbon tax
NER,2000,No carbon tax
NER,2001,No carbon tax
NER,2002,No carbon tax
NER,2003,No carbon tax
NER,2004,No carbon tax
NER,2005,No carbon tax
NER,2006,No carbon tax
NER,2007,No carbon tax
NER,2008,No carbon tax
NER,2009,No carbon tax
NER,2010,No carbon tax
NER,2011,No carbon tax
NER,2012,No carbon tax
NER,2013,No carbon tax
NER,2014,No carbon tax
NER,2015,No carbon tax
NER,2016,No carbon tax
NER,2017,No carbon tax
NER,2018,No carbon tax
NER,2019,No carbon tax
NER,2020,No carbon tax
NER,2021,No carbon tax
NER,2022,No carbon tax
NGA,1989,No carbon tax
NGA,1990,No carbon tax
NGA,1991,No carbon tax
NGA,1992,No carbon tax
NGA,1993,No carbon tax
NGA,1994,No carbon tax
NGA,1995,No carbon tax
NGA,1996,No carbon tax
NGA,1997,No carbon tax
NGA,1998,No carbon tax
NGA,1999,No carbon tax
NGA,2000,No carbon tax
NGA,2001,No carbon tax
NGA,2002,No carbon tax
NGA,2003,No carbon tax
NGA,2004,No carbon tax
NGA,2005,No carbon tax
NGA,2006,No carbon tax
NGA,2007,No carbon tax
NGA,2008,No carbon tax
NGA,2009,No carbon tax
NGA,2010,No carbon tax
NGA,2011,No carbon tax
NGA,2012,No carbon tax
NGA,2013,No carbon tax
NGA,2014,No carbon tax
NGA,2015,No carbon tax
NGA,2016,No carbon tax
NGA,2017,No carbon tax
NGA,2018,No carbon tax
NGA,2019,No carbon tax
NGA,2020,No carbon tax
NGA,2021,No carbon tax
NGA,2022,No carbon tax
PRK,1989,No carbon tax
PRK,1990,No carbon tax
PRK,1991,No carbon tax
PRK,1992,No carbon tax
PRK,1993,No carbon tax
PRK,1994,No carbon tax
PRK,1995,No carbon tax
PRK,1996,No carbon tax
PRK,1997,No carbon tax
PRK,1998,No carbon tax
PRK,1999,No carbon tax
PRK,2000,No carbon tax
PRK,2001,No carbon tax
PRK,2002,No carbon tax
PRK,2003,No carbon tax
PRK,2004,No carbon tax
PRK,2005,No carbon tax
PRK,2006,No carbon tax
PRK,2007,No carbon tax
PRK,2008,No carbon tax
PRK,2009,No carbon tax
PRK,2010,No carbon tax
PRK,2011,No carbon tax
PRK,2012,No carbon tax
PRK,2013,No carbon tax
PRK,2014,No carbon tax
PRK,2015,No carbon tax
PRK,2016,No carbon tax
PRK,2017,No carbon tax
PRK,2018,No carbon tax
PRK,2019,No carbon tax
PRK,2020,No carbon tax
PRK,2021,No carbon tax
PRK,2022,No carbon tax
MKD,1989,No carbon tax
MKD,1990,No carbon tax
MKD,1991,No carbon tax
MKD,1992,No carbon tax
MKD,1993,No carbon tax
MKD,1994,No carbon tax
MKD,1995,No carbon tax
MKD,1996,No carbon tax
MKD,1997,No carbon tax
MKD,1998,No carbon tax
MKD,1999,No carbon tax
MKD,2000,No carbon tax
MKD,2001,No carbon tax
MKD,2002,No carbon tax
MKD,2003,No carbon tax
MKD,2004,No carbon tax
MKD,2005,No carbon tax
MKD,2006,No carbon tax
MKD,2007,No carbon tax
MKD,2008,No carbon tax
MKD,2009,No carbon tax
MKD,2010,No carbon tax
MKD,2011,No carbon tax
MKD,2012,No carbon tax
MKD,2013,No carbon tax
MKD,2014,No carbon tax
MKD,2015,No carbon tax
MKD,2016,No carbon tax
MKD,2017,No carbon tax
MKD,2018,No carbon tax
MKD,2019,No carbon tax
MKD,2020,No carbon tax
MKD,2021,No carbon tax
MKD,2022,No carbon tax
NOR,1989,No carbon tax
NOR,1990,No carbon tax
NOR,1991,Has a carbon tax
NOR,1992,Has a carbon tax
NOR,1993,Has a carbon tax
NOR,1994,Has a carbon tax
NOR,1995,Has a carbon tax
NOR,1996,Has a carbon tax
NOR,1997,Has a carbon tax
NOR,1998,Has a carbon tax
NOR,1999,Has a carbon tax
NOR,2000,Has a carbon tax
NOR,2001,Has a carbon tax
NOR,2002,Has a carbon tax
NOR,2003,Has a carbon tax
NOR,2004,Has a carbon tax
NOR,2005,Has a carbon tax
NOR,2006,Has a carbon tax
NOR,2007,Has a carbon tax
NOR,2008,Has a carbon tax
NOR,2009,Has a carbon tax
NOR,2010,Has a carbon tax
NOR,2011,Has a carbon tax
NOR,2012,Has a carbon tax
NOR,2013,Has a carbon tax
NOR,2014,Has a carbon tax
NOR,2015,Has a carbon tax
NOR,2016,Has a carbon tax
NOR,2017,Has a carbon tax
NOR,2018,Has a carbon tax
NOR,2019,Has a carbon tax
NOR,2020,Has a carbon tax
NOR,2021,Has a carbon tax
NOR,2022,Has a carbon tax
OMN,1989,No carbon tax
OMN,1990,No carbon tax
OMN,1991,No carbon tax
OMN,1992,No carbon tax
OMN,1993,No carbon tax
OMN,1994,No carbon tax
OMN,1995,No carbon tax
OMN,1996,No carbon tax
OMN,1997,No carbon tax
OMN,1998,No carbon tax
OMN,1999,No carbon tax
OMN,2000,No carbon tax
OMN,2001,No carbon tax
OMN,2002,No carbon tax
OMN,2003,No carbon tax
OMN,2004,No carbon tax
OMN,2005,No carbon tax
OMN,2006,No carbon tax
OMN,2007,No carbon tax
OMN,2008,No carbon tax
OMN,2009,No carbon tax
OMN,2010,No carbon tax
OMN,2011,No carbon tax
OMN,2012,No carbon tax
OMN,2013,No carbon tax
OMN,2014,No carbon tax
OMN,2015,No carbon tax
OMN,2016,No carbon tax
OMN,2017,No carbon tax
OMN,2018,No carbon tax
OMN,2019,No carbon tax
OMN,2020,No carbon tax
OMN,2021,No carbon tax
OMN,2022,No carbon tax
PAK,1989,No carbon tax
PAK,1990,No carbon tax
PAK,1991,No carbon tax
PAK,1992,No carbon tax
PAK,1993,No carbon tax
PAK,1994,No carbon tax
PAK,1995,No carbon tax
PAK,1996,No carbon tax
PAK,1997,No carbon tax
PAK,1998,No carbon tax
PAK,1999,No carbon tax
PAK,2000,No carbon tax
PAK,2001,No carbon tax
PAK,2002,No carbon tax
PAK,2003,No carbon tax
PAK,2004,No carbon tax
PAK,2005,No carbon tax
PAK,2006,No carbon tax
PAK,2007,No carbon tax
PAK,2008,No carbon tax
PAK,2009,No carbon tax
PAK,2010,No carbon tax
PAK,2011,No carbon tax
PAK,2012,No carbon tax
PAK,2013,No carbon tax
PAK,2014,No carbon tax
PAK,2015,No carbon tax
PAK,2016,No carbon tax
PAK,2017,No carbon tax
PAK,2018,No carbon tax
PAK,2019,No carbon tax
PAK,2020,No carbon tax
PAK,2021,No carbon tax
PAK,2022,No carbon tax
PLW,1989,No carbon tax
PLW,1990,No carbon tax
PLW,1991,No carbon tax
PLW,1992,No carbon tax
PLW,1993,No carbon tax
PLW,1994,No carbon tax
PLW,1995,No carbon tax
PLW,1996,No carbon tax
PLW,1997,No carbon tax
PLW,1998,No carbon tax
PLW,1999,No carbon tax
PLW,2000,No carbon tax
PLW,2001,No carbon tax
PLW,2002,No carbon tax
PLW,2003,No carbon tax
PLW,2004,No carbon tax
PLW,2005,No carbon tax
PLW,2006,No carbon tax
PLW,2007,No carbon tax
PLW,2008,No carbon tax
PLW,2009,No carbon tax
PLW,2010,No carbon tax
PLW,2011,No carbon tax
PLW,2012,No carbon tax
PLW,2013,No carbon tax
PLW,2014,No carbon tax
PLW,2015,No carbon tax
PLW,2016,No carbon tax
PLW,2017,No carbon tax
PLW,2018,No carbon tax
PLW,2019,No carbon tax
PLW,2020,No carbon tax
PLW,2021,No carbon tax
PLW,2022,No carbon tax
PSE,1989,No carbon tax
PSE,1990,No carbon tax
PSE,1991,No carbon tax
PSE,1992,No carbon tax
PSE,1993,No carbon tax
PSE,1994,No carbon tax
PSE,1995,No carbon tax
PSE,1996,No carbon tax
PSE,1997,No carbon tax
PSE,1998,No carbon tax
PSE,1999,No carbon tax
PSE,2000,No carbon tax
PSE,2001,No carbon tax
PSE,2002,No carbon tax
PSE,2003,No carbon tax
PSE,2004,No carbon tax
PSE,2005,No carbon tax
PSE,2006,No carbon tax
PSE,2007,No carbon tax
PSE,2008,No carbon tax
PSE,2009,No carbon tax
PSE,2010,No carbon tax
PSE,2011,No carbon tax
PSE,2012,No carbon tax
PSE,2013,No carbon tax
PSE,2014,No carbon tax
PSE,2015,No carbon tax
PSE,2016,No carbon tax
PSE,2017,No carbon tax
PSE,2018,No carbon tax
PSE,2019,No carbon tax
PSE,2020,No carbon tax
PSE,2021,No carbon tax
PSE,2022,No carbon tax
PAN,1989,No carbon tax
PAN,1990,No carbon tax
PAN,1991,No carbon tax
PAN,1992,No carbon tax
PAN,1993,No carbon tax
PAN,1994,No carbon tax
PAN,1995,No carbon tax
PAN,1996,No carbon tax
PAN,1997,No carbon tax
PAN,1998,No carbon tax
PAN,1999,No carbon tax
PAN,2000,No carbon tax
PAN,2001,No carbon tax
PAN,2002,No carbon tax
PAN,2003,No carbon tax
PAN,2004,No carbon tax
PAN,2005,No carbon tax
PAN,2006,No carbon tax
PAN,2007,No carbon tax
PAN,2008,No carbon tax
PAN,2009,No carbon tax
PAN,2010,No carbon tax
PAN,2011,No carbon tax
PAN,2012,No carbon tax
PAN,2013,No carbon tax
PAN,2014,No carbon tax
PAN,2015,No carbon tax
PAN,2016,No carbon tax
PAN,2017,No carbon tax
PAN,2018,No carbon tax
PAN,2019,No carbon tax
PAN,2020,No carbon tax
PAN,2021,No carbon tax
PAN,2022,No carbon tax
PNG,1989,No carbon tax
PNG,1990,No carbon tax
PNG,1991,No carbon tax
PNG,1992,No carbon tax
PNG,1993,No carbon tax
PNG,1994,No carbon tax
PNG,1995,No carbon tax
PNG,1996,No carbon tax
PNG,1997,No carbon tax
PNG,1998,No carbon tax
PNG,1999,No carbon tax
PNG,2000,No carbon tax
PNG,2001,No carbon tax
PNG,2002,No carbon tax
PNG,2003,No carbon tax
PNG,2004,No carbon tax
PNG,2005,No carbon tax
PNG,2006,No carbon tax
PNG,2007,No carbon tax
PNG,2008,No carbon tax
PNG,2009,No carbon tax
PNG,2010,No carbon tax
PNG,2011,No carbon tax
PNG,2012,No carbon tax
PNG,2013,No carbon tax
PNG,2014,No carbon tax
PNG,2015,No carbon tax
PNG,2016,No carbon tax
PNG,2017,No carbon tax
PNG,2018,No carbon tax
PNG,2019,No carbon tax
PNG,2020,No carbon tax
PNG,2021,No carbon tax
PNG,2022,No carbon tax
PRY,1989,No carbon tax
PRY,1990,No carbon tax
PRY,1991,No carbon tax
PRY,1992,No carbon tax
PRY,1993,No carbon tax
PRY,1994,No carbon tax
PRY,1995,No carbon tax
PRY,1996,No carbon tax
PRY,1997,No carbon tax
PRY,1998,No carbon tax
PRY,1999,No carbon tax
PRY,2000,No carbon tax
PRY,2001,No carbon tax
PRY,2002,No carbon tax
PRY,2003,No carbon tax
PRY,2004,No carbon tax
PRY,2005,No carbon tax
PRY,2006,No carbon tax
PRY,2007,No carbon tax
PRY,2008,No carbon tax
PRY,2009,No carbon tax
PRY,2010,No carbon tax
PRY,2011,No carbon tax
PRY,2012,No carbon tax
PRY,2013,No carbon tax
PRY,2014,No carbon tax
PRY,2015,No carbon tax
PRY,2016,No carbon tax
PRY,2017,No carbon tax
PRY,2018,No carbon tax
PRY,2019,No carbon tax
PRY,2020,No carbon tax
PRY,2021,No carbon tax
PRY,2022,No carbon tax
PER,1989,No carbon tax
PER,1990,No carbon tax
PER,1991,No carbon tax
PER,1992,No carbon tax
PER,1993,No carbon tax
PER,1994,No carbon tax
PER,1995,No carbon tax
PER,1996,No carbon tax
PER,1997,No carbon tax
PER,1998,No carbon tax
PER,1999,No carbon tax
PER,2000,No carbon tax
PER,2001,No carbon tax
PER,2002,No carbon tax
PER,2003,No carbon tax
PER,2004,No carbon tax
PER,2005,No carbon tax
PER,2006,No carbon tax
PER,2007,No carbon tax
PER,2008,No carbon tax
PER,2009,No carbon tax
PER,2010,No carbon tax
PER,2011,No carbon tax
PER,2012,No carbon tax
PER,2013,No carbon tax
PER,2014,No carbon tax
PER,2015,No carbon tax
PER,2016,No carbon tax
PER,2017,No carbon tax
PER,2018,No carbon tax
PER,2019,No carbon tax
PER,2020,No carbon tax
PER,2021,No carbon tax
PER,2022,No carbon tax
PHL,1989,No carbon tax
PHL,1990,No carbon tax
PHL,1991,No carbon tax
PHL,1992,No carbon tax
PHL,1993,No carbon tax
PHL,1994,No carbon tax
PHL,1995,No carbon tax
PHL,1996,No carbon tax
PHL,1997,No carbon tax
PHL,1998,No carbon tax
PHL,1999,No carbon tax
PHL,2000,No carbon tax
PHL,2001,No carbon tax
PHL,2002,No carbon tax
PHL,2003,No carbon tax
PHL,2004,No carbon tax
PHL,2005,No carbon tax
PHL,2006,No carbon tax
PHL,2007,No carbon tax
PHL,2008,No carbon tax
PHL,2009,No carbon tax
PHL,2010,No carbon tax
PHL,2011,No carbon tax
PHL,2012,No carbon tax
PHL,2013,No carbon tax
PHL,2014,No carbon tax
PHL,2015,No carbon tax
PHL,2016,No carbon tax
PHL,2017,No carbon tax
PHL,2018,No carbon tax
PHL,2019,No carbon tax
PHL,2020,No carbon tax
PHL,2021,No carbon tax
PHL,2022,No carbon tax
POL,1989,No carbon tax
POL,1990,Has a carbon tax
POL,1991,Has a carbon tax
POL,1992,Has a carbon tax
POL,1993,Has a carbon tax
POL,1994,Has a carbon tax
POL,1995,Has a carbon tax
POL,1996,Has a carbon tax
POL,1997,Has a carbon tax
POL,1998,Has a carbon tax
POL,1999,Has a carbon tax
POL,2000,Has a carbon tax
POL,2001,Has a carbon tax
POL,2002,Has a carbon tax
POL,2003,Has a carbon tax
POL,2004,Has a carbon tax
POL,2005,Has a carbon tax
POL,2006,Has a carbon tax
POL,2007,Has a carbon tax
POL,2008,Has a carbon tax
POL,2009,Has a carbon tax
POL,2010,Has a carbon tax
POL,2011,Has a carbon tax
POL,2012,Has a carbon tax
POL,2013,Has a carbon tax
POL,2014,Has a carbon tax
POL,2015,Has a carbon tax
POL,2016,Has a carbon tax
POL,2017,Has a carbon tax
POL,2018,Has a carbon tax
POL,2019,Has a carbon tax
POL,2020,Has a carbon tax
POL,2021,Has a carbon tax
POL,2022,Has a carbon tax
PRT,1989,No carbon tax
PRT,1990,No carbon tax
PRT,1991,No carbon tax
PRT,1992,No carbon tax
PRT,1993,No carbon tax
PRT,1994,No carbon tax
PRT,1995,No carbon tax
PRT,1996,No carbon tax
PRT,1997,No carbon tax
PRT,1998,No carbon tax
PRT,1999,No carbon tax
PRT,2000,No carbon tax
PRT,2001,No carbon tax
PRT,2002,No carbon tax
PRT,2003,No carbon tax
PRT,2004,No carbon tax
PRT,2005,No carbon tax
PRT,2006,No carbon tax
PRT,2007,No carbon tax
PRT,2008,No carbon tax
PRT,2009,No carbon tax
PRT,2010,No carbon tax
PRT,2011,No carbon tax
PRT,2012,No carbon tax
PRT,2013,No carbon tax
PRT,2014,No carbon tax
PRT,2015,Has a carbon tax
PRT,2016,Has a carbon tax
PRT,2017,Has a carbon tax
PRT,2018,Has a carbon tax
PRT,2019,Has a carbon tax
PRT,2020,Has a carbon tax
PRT,2021,Has a carbon tax
PRT,2022,Has a carbon tax
PRI,1989,No carbon tax
PRI,1990,No carbon tax
PRI,1991,No carbon tax
PRI,1992,No carbon tax
PRI,1993,No carbon tax
PRI,1994,No carbon tax
PRI,1995,No carbon tax
PRI,1996,No carbon tax
PRI,1997,No carbon tax
PRI,1998,No carbon tax
PRI,1999,No carbon tax
PRI,2000,No carbon tax
PRI,2001,No carbon tax
PRI,2002,No carbon tax
PRI,2003,No carbon tax
PRI,2004,No carbon tax
PRI,2005,No carbon tax
PRI,2006,No carbon tax
PRI,2007,No carbon tax
PRI,2008,No carbon tax
PRI,2009,No carbon tax
PRI,2010,No carbon tax
PRI,2011,No carbon tax
PRI,2012,No carbon tax
PRI,2013,No carbon tax
PRI,2014,No carbon tax
PRI,2015,No carbon tax
PRI,2016,No carbon tax
PRI,2017,No carbon tax
PRI,2018,No carbon tax
PRI,2019,No carbon tax
PRI,2020,No carbon tax
PRI,2021,No carbon tax
PRI,2022,No carbon tax
QAT,1989,No carbon tax
QAT,1990,No carbon tax
QAT,1991,No carbon tax
QAT,1992,No carbon tax
QAT,1993,No carbon tax
QAT,1994,No carbon tax
QAT,1995,No carbon tax
QAT,1996,No carbon tax
