Code,Year,Covered by emissions trading system in at least one sector
PAK,1991,No ETS
PAK,1992,No ETS
PAK,1993,No ETS
PAK,1994,No ETS
PAK,1995,No ETS
PAK,1996,No ETS
PAK,1997,No ETS
PAK,1998,No ETS
PAK,1999,No ETS
PAK,2000,No ETS
PAK,2001,No ETS
PAK,2002,No ETS
PAK,2003,No ETS
PAK,2004,No ETS
PAK,2005,No ETS
PAK,2006,No ETS
PAK,2007,No ETS
PAK,2008,No ETS
PAK,2009,No ETS
PAK,2010,No ETS
PAK,2011,No ETS
PAK,2012,No ETS
PAK,2013,No ETS
PAK,2014,No ETS
PAK,2015,No ETS
PAK,2016,No ETS
PAK,2017,No ETS
PAK,2018,No ETS
PAK,2019,No ETS
PAK,2020,No ETS
PAK,2021,No ETS
PAK,2022,No ETS
PLW,1989,No ETS
PLW,1990,No ETS
PLW,1991,No ETS
PLW,1992,No ETS
PLW,1993,No ETS
PLW,1994,No ETS
PLW,1995,No ETS
PLW,1996,No ETS
PLW,1997,No ETS
PLW,1998,No ETS
PLW,1999,No ETS
PLW,2000,No ETS
PLW,2001,No ETS
PLW,2002,No ETS
PLW,2003,No ETS
PLW,2004,No ETS
PLW,2005,No ETS
PLW,2006,No ETS
PLW,2007,No ETS
PLW,2008,No ETS
PLW,2009,No ETS
PLW,2010,No ETS
PLW,2011,No ETS
PLW,2012,No ETS
PLW,2013,No ETS
PLW,2014,No ETS
PLW,2015,No ETS
PLW,2016,No ETS
PLW,2017,No ETS
PLW,2018,No ETS
PLW,2019,No ETS
PLW,2020,No ETS
PLW,2021,No ETS
PLW,2022,No ETS
PSE,1989,No ETS
PSE,1990,No ETS
PSE,1991,No ETS
PSE,1992,No ETS
PSE,1993,No ETS
PSE,1994,No ETS
PSE,1995,No ETS
PSE,1996,No ETS
PSE,1997,No ETS
PSE,1998,No ETS
PSE,1999,No ETS
PSE,2000,No ETS
PSE,2001,No ETS
PSE,2002,No ETS
PSE,2003,No ETS
PSE,2004,No ETS
PSE,2005,No ETS
PSE,2006,No ETS
PSE,2007,No ETS
PSE,2008,No ETS
PSE,2009,No ETS
PSE,2010,No ETS
PSE,2011,No ETS
PSE,2012,No ETS
PSE,2013,No ETS
PSE,2014,No ETS
PSE,2015,No ETS
PSE,2016,No ETS
PSE,2017,No ETS
PSE,2018,No ETS
PSE,2019,No ETS
PSE,2020,No ETS
PSE,2021,No ETS
PSE,2022,No ETS
PAN,1989,No ETS
PAN,1990,No ETS
PAN,1991,No ETS
PAN,1992,No ETS
PAN,1993,No ETS
PAN,1994,No ETS
PAN,1995,No ETS
PAN,1996,No ETS
PAN,1997,No ETS
PAN,1998,No ETS
PAN,1999,No ETS
PAN,2000,No ETS
PAN,2001,No ETS
PAN,2002,No ETS
PAN,2003,No ETS
PAN,2004,No ETS
PAN,2005,No ETS
PAN,2006,No ETS
PAN,2007,No ETS
PAN,2008,No ETS
PAN,2009,No ETS
PAN,2010,No ETS
PAN,2011,No ETS
PAN,2012,No ETS
PAN,2013,No ETS
PAN,2014,No ETS
PAN,2015,No ETS
PAN,2016,No ETS
PAN,2017,No ETS
PAN,2018,No ETS
PAN,2019,No ETS
PAN,2020,No ETS
PAN,2021,No ETS
PAN,2022,No ETS
PNG,1989,No ETS
PNG,1990,No ETS
PNG,1991,No ETS
PNG,1992,No ETS
PNG,1993,No ETS
PNG,1994,No ETS
PNG,1995,No ETS
PNG,1996,No ETS
PNG,1997,No ETS
PNG,1998,No ETS
PNG,1999,No ETS
PNG,2000,No ETS
PNG,2001,No ETS
PNG,2002,No ETS
PNG,2003,No ETS
PNG,2004,No ETS
PNG,2005,No ETS
PNG,2006,No ETS
PNG,2007,No ETS
PNG,2008,No ETS
PNG,2009,No ETS
PNG,2010,No ETS
PNG,2011,No ETS
PNG,2012,No ETS
PNG,2013,No ETS
PNG,2014,No ETS
PNG,2015,No ETS
PNG,2016,No ETS
PNG,2017,No ETS
PNG,2018,No ETS
PNG,2019,No ETS
PNG,2020,No ETS
PNG,2021,No ETS
PNG,2022,No ETS
PRY,1989,No ETS
PRY,1990,No ETS
PRY,1991,No ETS
PRY,1992,No ETS
PRY,1993,No ETS
PRY,1994,No ETS
PRY,1995,No ETS
PRY,1996,No ETS
PRY,1997,No ETS
PRY,1998,No ETS
PRY,1999,No ETS
PRY,2000,No ETS
PRY,2001,No ETS
PRY,2002,No ETS
PRY,2003,No ETS
PRY,2004,No ETS
PRY,2005,No ETS
PRY,2006,No ETS
PRY,2007,No ETS
PRY,2008,No ETS
PRY,2009,No ETS
PRY,2010,No ETS
PRY,2011,No ETS
PRY,2012,No ETS
PRY,2013,No ETS
PRY,2014,No ETS
PRY,2015,No ETS
PRY,2016,No ETS
PRY,2017,No ETS
PRY,2018,No ETS
PRY,2019,No ETS
PRY,2020,No ETS
PRY,2021,No ETS
PRY,2022,No ETS
PER,1989,No ETS
PER,1990,No ETS
PER,1991,No ETS
PER,1992,No ETS
PER,1993,No ETS
PER,1994,No ETS
PER,1995,No ETS
PER,1996,No ETS
PER,1997,No ETS
PER,1998,No ETS
PER,1999,No ETS
PER,2000,No ETS
PER,2001,No ETS
PER,2002,No ETS
PER,2003,No ETS
PER,2004,No ETS
PER,2005,No ETS
PER,2006,No ETS
PER,2007,No ETS
PER,2008,No ETS
PER,2009,No ETS
PER,2010,No ETS
PER,2011,No ETS
PER,2012,No ETS
PER,2013,No ETS
PER,2014,No ETS
PER,2015,No ETS
PER,2016,No ETS
PER,2017,No ETS
PER,2018,No ETS
PER,2019,No ETS
PER,2020,No ETS
PER,2021,No ETS
PER,2022,No ETS
PHL,1989,No ETS
PHL,1990,No ETS
PHL,1991,No ETS
PHL,1992,No ETS
PHL,1993,No ETS
PHL,1994,No ETS
PHL,1995,No ETS
PHL,1996,No ETS
PHL,1997,No ETS
PHL,1998,No ETS
PHL,1999,No ETS
PHL,2000,No ETS
PHL,2001,No ETS
PHL,2002,No ETS
PHL,2003,No ETS
PHL,2004,No ETS
PHL,2005,No ETS
PHL,2006,No ETS
PHL,2007,No ETS
PHL,2008,No ETS
PHL,2009,No ETS
PHL,2010,No ETS
PHL,2011,No ETS
PHL,2012,No ETS
PHL,2013,No ETS
PHL,2014,No ETS
PHL,2015,No ETS
PHL,2016,No ETS
PHL,2017,No ETS
PHL,2018,No ETS
PHL,2019,No ETS
PHL,2020,No ETS
PHL,2021,No ETS
PHL,2022,No ETS
POL,1989,No ETS
POL,1990,No ETS
POL,1991,No ETS
POL,1992,No ETS
POL,1993,No ETS
POL,1994,No ETS
POL,1995,No ETS
POL,1996,No ETS
POL,1997,No ETS
POL,1998,No ETS
POL,1999,No ETS
POL,2000,No ETS
POL,2001,No ETS
POL,2002,No ETS
POL,2003,No ETS
POL,2004,No ETS
POL,2005,Has an ETS
POL,2006,Has an ETS
POL,2007,Has an ETS
POL,2008,Has an ETS
POL,2009,Has an ETS
POL,2010,Has an ETS
POL,2011,Has an ETS
POL,2012,Has an ETS
POL,2013,Has an ETS
POL,2014,Has an ETS
POL,2015,Has an ETS
POL,2016,Has an ETS
POL,2017,Has an ETS
POL,2018,Has an ETS
POL,2019,Has an ETS
POL,2020,Has an ETS
POL,2021,Has an ETS
POL,2022,Has an ETS
PRT,1989,No ETS
PRT,1990,No ETS
PRT,1991,No ETS
PRT,1992,No ETS
PRT,1993,No ETS
PRT,1994,No ETS
PRT,1995,No ETS
PRT,1996,No ETS
PRT,1997,No ETS
PRT,1998,No ETS
PRT,1999,No ETS
PRT,2000,No ETS
PRT,2001,No ETS
PRT,2002,No ETS
PRT,2003,No ETS
PRT,2004,No ETS
PRT,2005,Has an ETS
PRT,2006,Has an ETS
PRT,2007,Has an ETS
PRT,2008,Has an ETS
PRT,2009,Has an ETS
PRT,2010,Has an ETS
PRT,2011,Has an ETS
PRT,2012,Has an ETS
PRT,2013,Has an ETS
PRT,2014,Has an ETS
PRT,2015,Has an ETS
PRT,2016,Has an ETS
PRT,2017,Has an ETS
PRT,2018,Has an ETS
PRT,2019,Has an ETS
PRT,2020,Has an ETS
PRT,2021,Has an ETS
PRT,2022,Has an ETS
PRI,1989,No ETS
PRI,1990,No ETS
PRI,1991,No ETS
PRI,1992,No ETS
PRI,1993,No ETS
PRI,1994,No ETS
PRI,1995,No ETS
PRI,1996,No ETS
PRI,1997,No ETS
PRI,1998,No ETS
PRI,1999,No ETS
PRI,2000,No ETS
PRI,2001,No ETS
PRI,2002,No ETS
PRI,2003,No ETS
PRI,2004,No ETS
PRI,2005,No ETS
PRI,2006,No ETS
PRI,2007,No ETS
PRI,2008,No ETS
PRI,2009,No ETS
PRI,2010,No ETS
PRI,2011,No ETS
PRI,2012,No ETS
PRI,2013,No ETS
PRI,2014,No ETS
PRI,2015,No ETS
PRI,2016,No ETS
PRI,2017,No ETS
PRI,2018,No ETS
PRI,2019,No ETS
PRI,2020,No ETS
PRI,2021,No ETS
PRI,2022,No ETS
QAT,1989,No ETS
QAT,1990,No ETS
QAT,1991,No ETS
QAT,1992,No ETS
QAT,1993,No ETS
QAT,1994,No ETS
QAT,1995,No ETS
QAT,1996,No ETS
QAT,1997,No ETS
QAT,1998,No ETS
QAT,1999,No ETS
QAT,2000,No ETS
QAT,2001,No ETS
QAT,2002,No ETS
QAT,2003,No ETS
QAT,2004,No ETS
QAT,2005,No ETS
QAT,2006,No ETS
QAT,2007,No ETS
QAT,2008,No ETS
QAT,2009,No ETS
QAT,2010,No ETS
QAT,2011,No ETS
QAT,2012,No ETS
QAT,2013,No ETS
QAT,2014,No ETS
QAT,2015,No ETS
QAT,2016,No ETS
QAT,2017,No ETS
QAT,2018,No ETS
QAT,2019,No ETS
QAT,2020,No ETS
QAT,2021,No ETS
QAT,2022,No ETS
ROU,1989,No ETS
ROU,1990,No ETS
ROU,1991,No ETS
ROU,1992,No ETS
ROU,1993,No ETS
ROU,1994,No ETS
ROU,1995,No ETS
ROU,1996,No ETS
ROU,1997,No ETS
ROU,1998,No ETS
ROU,1999,No ETS
ROU,2000,No ETS
ROU,2001,No ETS
ROU,2002,No ETS
ROU,2003,No ETS
ROU,2004,No ETS
ROU,2005,No ETS
ROU,2006,No ETS
ROU,2007,Has an ETS
ROU,2008,Has an ETS
ROU,2009,Has an ETS
ROU,2010,Has an ETS
ROU,2011,Has an ETS
ROU,2012,Has an ETS
ROU,2013,Has an ETS
ROU,2014,Has an ETS
ROU,2015,Has an ETS
ROU,2016,Has an ETS
ROU,2017,Has an ETS
ROU,2018,Has an ETS
ROU,2019,Has an ETS
ROU,2020,Has an ETS
ROU,2021,Has an ETS
ROU,2022,Has an ETS
RUS,1989,No ETS
RUS,1990,No ETS
RUS,1991,No ETS
RUS,1992,No ETS
RUS,1993,No ETS
RUS,1994,No ETS
RUS,1995,No ETS
RUS,1996,No ETS
RUS,1997,No ETS
RUS,1998,No ETS
RUS,1999,No ETS
RUS,2000,No ETS
RUS,2001,No ETS
RUS,2002,No ETS
RUS,2003,No ETS
RUS,2004,No ETS
RUS,2005,No ETS
RUS,2006,No ETS
RUS,2007,No ETS
RUS,2008,No ETS
RUS,2009,No ETS
RUS,2010,No ETS
RUS,2011,No ETS
RUS,2012,No ETS
RUS,2013,No ETS
RUS,2014,No ETS
RUS,2015,No ETS
RUS,2016,No ETS
RUS,2017,No ETS
RUS,2018,No ETS
RUS,2019,No ETS
RUS,2020,No ETS
RUS,2021,No ETS
RUS,2022,No ETS
RWA,1989,No ETS
RWA,1990,No ETS
RWA,1991,No ETS
RWA,1992,No ETS
RWA,1993,No ETS
RWA,1994,No ETS
RWA,1995,No ETS
RWA,1996,No ETS
RWA,1997,No ETS
RWA,1998,No ETS
RWA,1999,No ETS
RWA,2000,No ETS
RWA,2001,No ETS
RWA,2002,No ETS
RWA,2003,No ETS
RWA,2004,No ETS
RWA,2005,No ETS
RWA,2006,No ETS
RWA,2007,No ETS
RWA,2008,No ETS
RWA,2009,No ETS
RWA,2010,No ETS
RWA,2011,No ETS
RWA,2012,No ETS
RWA,2013,No ETS
RWA,2014,No ETS
RWA,2015,No ETS
RWA,2016,No ETS
RWA,2017,No ETS
RWA,2018,No ETS
RWA,2019,No ETS
RWA,2020,No ETS
RWA,2021,No ETS
RWA,2022,No ETS
KNA,1989,No ETS
KNA,1990,No ETS
KNA,1991,No ETS
KNA,1992,No ETS
KNA,1993,No ETS
KNA,1994,No ETS
KNA,1995,No ETS
KNA,1996,No ETS
KNA,1997,No ETS
KNA,1998,No ETS
KNA,1999,No ETS
KNA,2000,No ETS
KNA,2001,No ETS
KNA,2002,No ETS
KNA,2003,No ETS
KNA,2004,No ETS
KNA,2005,No ETS
KNA,2006,No ETS
KNA,2007,No ETS
KNA,2008,No ETS
KNA,2009,No ETS
KNA,2010,No ETS
KNA,2011,No ETS
KNA,2012,No ETS
KNA,2013,No ETS
KNA,2014,No ETS
KNA,2015,No ETS
KNA,2016,No ETS
KNA,2017,No ETS
KNA,2018,No ETS
KNA,2019,No ETS
KNA,2020,No ETS
KNA,2021,No ETS
KNA,2022,No ETS
LCA,1989,No ETS
LCA,1990,No ETS
LCA,1991,No ETS
LCA,1992,No ETS
LCA,1993,No ETS
LCA,1994,No ETS
LCA,1995,No ETS
LCA,1996,No ETS
LCA,1997,No ETS
LCA,1998,No ETS
LCA,1999,No ETS
LCA,2000,No ETS
LCA,2001,No ETS
LCA,2002,No ETS
LCA,2003,No ETS
LCA,2004,No ETS
LCA,2005,No ETS
LCA,2006,No ETS
LCA,2007,No ETS
LCA,2008,No ETS
LCA,2009,No ETS
LCA,2010,No ETS
LCA,2011,No ETS
LCA,2012,No ETS
LCA,2013,No ETS
LCA,2014,No ETS
LCA,2015,No ETS
LCA,2016,No ETS
LCA,2017,No ETS
LCA,2018,No ETS
LCA,2019,No ETS
LCA,2020,No ETS
LCA,2021,No ETS
LCA,2022,No ETS
VCT,1989,No ETS
VCT,1990,No ETS
VCT,1991,No ETS
VCT,1992,No ETS
VCT,1993,No ETS
VCT,1994,No ETS
VCT,1995,No ETS
VCT,1996,No ETS
VCT,1997,No ETS
VCT,1998,No ETS
VCT,1999,No ETS
VCT,2000,No ETS
VCT,2001,No ETS
VCT,2002,No ETS
VCT,2003,No ETS
VCT,2004,No ETS
VCT,2005,No ETS
VCT,2006,No ETS
VCT,2007,No ETS
VCT,2008,No ETS
VCT,2009,No ETS
VCT,2010,No ETS
VCT,2011,No ETS
VCT,2012,No ETS
VCT,2013,No ETS
VCT,2014,No ETS
VCT,2015,No ETS
VCT,2016,No ETS
VCT,2017,No ETS
VCT,2018,No ETS
VCT,2019,No ETS
VCT,2020,No ETS
VCT,2021,No ETS
VCT,2022,No ETS
WSM,1989,No ETS
WSM,1990,No ETS
WSM,1991,No ETS
WSM,1992,No ETS
WSM,1993,No ETS
WSM,1994,No ETS
WSM,1995,No ETS
WSM,1996,No ETS
WSM,1997,No ETS
WSM,1998,No ETS
WSM,1999,No ETS
WSM,2000,No ETS
WSM,2001,No ETS
WSM,2002,No ETS
WSM,2003,No ETS
WSM,2004,No ETS
WSM,2005,No ETS
WSM,2006,No ETS
WSM,2007,No ETS
WSM,2008,No ETS
WSM,2009,No ETS
WSM,2010,No ETS
WSM,2011,No ETS
WSM,2012,No ETS
WSM,2013,No ETS
WSM,2014,No ETS
WSM,2015,No ETS
WSM,2016,No ETS
WSM,2017,No ETS
WSM,2018,No ETS
WSM,2019,No ETS
WSM,2020,No ETS
WSM,2021,No ETS
WSM,2022,No ETS
SMR,1989,No ETS
SMR,1990,No ETS
SMR,1991,No ETS
SMR,1992,No ETS
SMR,1993,No ETS
SMR,1994,No ETS
SMR,1995,No ETS
SMR,1996,No ETS
SMR,1997,No ETS
SMR,1998,No ETS
SMR,1999,No ETS
SMR,2000,No ETS
SMR,2001,No ETS
SMR,2002,No ETS
SMR,2003,No ETS
SMR,2004,No ETS
SMR,2005,No ETS
SMR,2006,No ETS
SMR,2007,No ETS
SMR,2008,No ETS
SMR,2009,No ETS
SMR,2010,No ETS
SMR,2011,No ETS
SMR,2012,No ETS
SMR,2013,No ETS
SMR,2014,No ETS
SMR,2015,No ETS
SMR,2016,No ETS
SMR,2017,No ETS
SMR,2018,No ETS
SMR,2019,No ETS
SMR,2020,No ETS
SMR,2021,No ETS
SMR,2022,No ETS
STP,1989,No ETS
STP,1990,No ETS
STP,1991,No ETS
STP,1992,No ETS
STP,1993,No ETS
STP,1994,No ETS
STP,1995,No ETS
STP,1996,No ETS
STP,1997,No ETS
STP,1998,No ETS
STP,1999,No ETS
STP,2000,No ETS
STP,2001,No ETS
STP,2002,No ETS
STP,2003,No ETS
STP,2004,No ETS
STP,2005,No ETS
STP,2006,No ETS
STP,2007,No ETS
STP,2008,No ETS
STP,2009,No ETS
STP,2010,No ETS
STP,2011,No ETS
STP,2012,No ETS
STP,2013,No ETS
STP,2014,No ETS
STP,2015,No ETS
STP,2016,No ETS
STP,2017,No ETS
STP,2018,No ETS
STP,2019,No ETS
STP,2020,No ETS
STP,2021,No ETS
STP,2022,No ETS
SAU,1989,No ETS
SAU,1990,No ETS
SAU,1991,No ETS
SAU,1992,No ETS
SAU,1993,No ETS
SAU,1994,No ETS
SAU,1995,No ETS
SAU,1996,No ETS
SAU,1997,No ETS
SAU,1998,No ETS
SAU,1999,No ETS
SAU,2000,No ETS
SAU,2001,No ETS
SAU,2002,No ETS
SAU,2003,No ETS
SAU,2004,No ETS
SAU,2005,No ETS
SAU,2006,No ETS
SAU,2007,No ETS
SAU,2008,No ETS
SAU,2009,No ETS
SAU,2010,No ETS
SAU,2011,No ETS
SAU,2012,No ETS
SAU,2013,No ETS
SAU,2014,No ETS
SAU,2015,No ETS
SAU,2016,No ETS
SAU,2017,No ETS
SAU,2018,No ETS
SAU,2019,No ETS
SAU,2020,No ETS
SAU,2021,No ETS
SAU,2022,No ETS
SEN,1989,No ETS
SEN,1990,No ETS
SEN,1991,No ETS
SEN,1992,No ETS
SEN,1993,No ETS
SEN,1994,No ETS
SEN,1995,No ETS
SEN,1996,No ETS
SEN,1997,No ETS
SEN,1998,No ETS
SEN,1999,No ETS
SEN,2000,No ETS
SEN,2001,No ETS
SEN,2002,No ETS
SEN,2003,No ETS
SEN,2004,No ETS
SEN,2005,No ETS
SEN,2006,No ETS
SEN,2007,No ETS
SEN,2008,No ETS
SEN,2009,No ETS
SEN,2010,No ETS
SEN,2011,No ETS
SEN,2012,No ETS
SEN,2013,No ETS
SEN,2014,No ETS
SEN,2015,No ETS
SEN,2016,No ETS
SEN,2017,No ETS
SEN,2018,No ETS
SEN,2019,No ETS
SEN,2020,No ETS
SEN,2021,No ETS
SEN,2022,No ETS
SRB,1989,No ETS
SRB,1990,No ETS
SRB,1991,No ETS
SRB,1992,No ETS
SRB,1993,No ETS
SRB,1994,No ETS
SRB,1995,No ETS
SRB,1996,No ETS
SRB,1997,No ETS
SRB,1998,No ETS
SRB,1999,No ETS
SRB,2000,No ETS
SRB,2001,No ETS
SRB,2002,No ETS
SRB,2003,No ETS
SRB,2004,No ETS
SRB,2005,No ETS
SRB,2006,No ETS
SRB,2007,No ETS
SRB,2008,No ETS
SRB,2009,No ETS
SRB,2010,No ETS
SRB,2011,No ETS
SRB,2012,No ETS
SRB,2013,No ETS
SRB,2014,No ETS
SRB,2015,No ETS
SRB,2016,No ETS
SRB,2017,No ETS
SRB,2018,No ETS
SRB,2019,No ETS
SRB,2020,No ETS
SRB,2021,No ETS
SRB,2022,No ETS
SYC,1989,No ETS
SYC,1990,No ETS
SYC,1991,No ETS
SYC,1992,No ETS
SYC,1993,No ETS
SYC,1994,No ETS
SYC,1995,No ETS
SYC,1996,No ETS
SYC,1997,No ETS
SYC,1998,No ETS
SYC,1999,No ETS
SYC,2000,No ETS
SYC,2001,No ETS
SYC,2002,No ETS
SYC,2003,No ETS
SYC,2004,No ETS
SYC,2005,No ETS
SYC,2006,No ETS
SYC,2007,No ETS
SYC,2008,No ETS
SYC,2009,No ETS
SYC,2010,No ETS
SYC,2011,No ETS
SYC,2012,No ETS
SYC,2013,No ETS
SYC,2014,No ETS
SYC,2015,No ETS
SYC,2016,No ETS
SYC,2017,No ETS
SYC,2018,No ETS
SYC,2019,No ETS
SYC,2020,No ETS
SYC,2021,No ETS
SYC,2022,No ETS
SLE,1989,No ETS
SLE,1990,No ETS
SLE,1991,No ETS
SLE,1992,No ETS
SLE,1993,No ETS
SLE,1994,No ETS
SLE,1995,No ETS
SLE,1996,No ETS
SLE,1997,No ETS
SLE,1998,No ETS
SLE,1999,No ETS
SLE,2000,No ETS
SLE,2001,No ETS
SLE,2002,No ETS
SLE,2003,No ETS
SLE,2004,No ETS
SLE,2005,No ETS
SLE,2006,No ETS
SLE,2007,No ETS
SLE,2008,No ETS
SLE,2009,No ETS
SLE,2010,No ETS
SLE,2011,No ETS
SLE,2012,No ETS
SLE,2013,No ETS
SLE,2014,No ETS
SLE,2015,No ETS
SLE,2016,No ETS
SLE,2017,No ETS
SLE,2018,No ETS
SLE,2019,No ETS
SLE,2020,No ETS
SLE,2021,No ETS
SLE,2022,No ETS
SGP,1989,No ETS
SGP,1990,No ETS
SGP,1991,No ETS
SGP,1992,No ETS
SGP,1993,No ETS
SGP,1994,No ETS
SGP,1995,No ETS
SGP,1996,No ETS
SGP,1997,No ETS
SGP,1998,No ETS
SGP,1999,No ETS
SGP,2000,No ETS
SGP,2001,No ETS
SGP,2002,No ETS
SGP,2003,No ETS
SGP,2004,No ETS
SGP,2005,No ETS
SGP,2006,No ETS
SGP,2007,No ETS
SGP,2008,No ETS
SGP,2009,No ETS
SGP,2010,No ETS
SGP,2011,No ETS
SGP,2012,No ETS
SGP,2013,No ETS
SGP,2014,No ETS
SGP,2015,No ETS
SGP,2016,No ETS
SGP,2017,No ETS
SGP,2018,No ETS
SGP,2019,No ETS
SGP,2020,No ETS
SGP,2021,No ETS
SGP,2022,No ETS
SVK,1989,No ETS
SVK,1990,No ETS
SVK,1991,No ETS
SVK,1992,No ETS
SVK,1993,No ETS
SVK,1994,No ETS
SVK,1995,No ETS
SVK,1996,No ETS
SVK,1997,No ETS
SVK,1998,No ETS
SVK,1999,No ETS
SVK,2000,No ETS
SVK,2001,No ETS
SVK,2002,No ETS
SVK,2003,No ETS
SVK,2004,No ETS
SVK,2005,Has an ETS
SVK,2006,Has an ETS
SVK,2007,Has an ETS
SVK,2008,Has an ETS
SVK,2009,Has an ETS
SVK,2010,Has an ETS
SVK,2011,Has an ETS
SVK,2012,Has an ETS
SVK,2013,Has an ETS
SVK,2014,Has an ETS
SVK,2015,Has an ETS
SVK,2016,Has an ETS
SVK,2017,Has an ETS
SVK,2018,Has an ETS
SVK,2019,Has an ETS
SVK,2020,Has an ETS
SVK,2021,Has an ETS
SVK,2022,Has an ETS
SVN,1989,No ETS
SVN,1990,No ETS
SVN,1991,No ETS
SVN,1992,No ETS
SVN,1993,No ETS
SVN,1994,No ETS
SVN,1995,No ETS
SVN,1996,No ETS
SVN,1997,No ETS
SVN,1998,No ETS
SVN,1999,No ETS
SVN,2000,No ETS
SVN,2001,No ETS
SVN,2002,No ETS
SVN,2003,No ETS
SVN,2004,No ETS
SVN,2005,Has an ETS
SVN,2006,Has an ETS
SVN,2007,Has an ETS
SVN,2008,Has an ETS
SVN,2009,Has an ETS
SVN,2010,Has an ETS
SVN,2011,Has an ETS
SVN,2012,Has an ETS
SVN,2013,Has an ETS
SVN,2014,Has an ETS
SVN,2015,Has an ETS
SVN,2016,Has an ETS
SVN,2017,Has an ETS
SVN,2018,Has an ETS
SVN,2019,Has an ETS
SVN,2020,Has an ETS
SVN,2021,Has an ETS
SVN,2022,Has an ETS
SLB,1989,No ETS
SLB,1990,No ETS
SLB,1991,No ETS
SLB,1992,No ETS
SLB,1993,No ETS
SLB,1994,No ETS
SLB,1995,No ETS
SLB,1996,No ETS
SLB,1997,No ETS
SLB,1998,No ETS
SLB,1999,No ETS
SLB,2000,No ETS
SLB,2001,No ETS
SLB,2002,No ETS
SLB,2003,No ETS
SLB,2004,No ETS
SLB,2005,No ETS
SLB,2006,No ETS
SLB,2007,No ETS
SLB,2008,No ETS
SLB,2009,No ETS
SLB,2010,No ETS
SLB,2011,No ETS
SLB,2012,No ETS
SLB,2013,No ETS
SLB,2014,No ETS
SLB,2015,No ETS
SLB,2016,No ETS
SLB,2017,No ETS
SLB,2018,No ETS
SLB,2019,No ETS
SLB,2020,No ETS
SLB,2021,No ETS
SLB,2022,No ETS
SOM,1989,No ETS
SOM,1990,No ETS
SOM,1991,No ETS
SOM,1992,No ETS
SOM,1993,No ETS
SOM,1994,No ETS
SOM,1995,No ETS
SOM,1996,No ETS
SOM,1997,No ETS
SOM,1998,No ETS
SOM,1999,No ETS
SOM,2000,No ETS
SOM,2001,No ETS
SOM,2002,No ETS
SOM,2003,No ETS
SOM,2004,No ETS
SOM,2005,No ETS
SOM,2006,No ETS
SOM,2007,No ETS
SOM,2008,No ETS
SOM,2009,No ETS
SOM,2010,No ETS
SOM,2011,No ETS
SOM,2012,No ETS
SOM,2013,No ETS
SOM,2014,No ETS
SOM,2015,No ETS
SOM,2016,No ETS
SOM,2017,No ETS
SOM,2018,No ETS
SOM,2019,No ETS
SOM,2020,No ETS
SOM,2021,No ETS
SOM,2022,No ETS
ZAF,1989,No ETS
ZAF,1990,No ETS
ZAF,1991,No ETS
ZAF,1992,No ETS
ZAF,1993,No ETS
ZAF,1994,No ETS
ZAF,1995,No ETS
ZAF,1996,No ETS
ZAF,1997,No ETS
ZAF,1998,No ETS
ZAF,1999,No ETS
ZAF,2000,No ETS
ZAF,2001,No ETS
ZAF,2002,No ETS
ZAF,2003,No ETS
ZAF,2004,No ETS
ZAF,2005,No ETS
ZAF,2006,No ETS
ZAF,2007,No ETS
ZAF,2008,No ETS
ZAF,2009,No ETS
ZAF,2010,No ETS
ZAF,2011,No ETS
ZAF,2012,No ETS
ZAF,2013,No ETS
ZAF,2014,No ETS
ZAF,2015,No ETS
ZAF,2016,No ETS
ZAF,2017,No ETS
ZAF,2018,No ETS
ZAF,2019,No ETS
ZAF,2020,No ETS
ZAF,2021,No ETS
ZAF,2022,No ETS
KOR,1989,No ETS
KOR,1990,No ETS
KOR,1991,No ETS
KOR,1992,No ETS
KOR,1993,No ETS
KOR,1994,No ETS
KOR,1995,No ETS
KOR,1996,No ETS
KOR,1997,No ETS
KOR,1998,No ETS
KOR,1999,No ETS
KOR,2000,No ETS
KOR,2001,No ETS
KOR,2002,No ETS
KOR,2003,No ETS
KOR,2004,No ETS
KOR,2005,No ETS
KOR,2006,No ETS
KOR,2007,No ETS
KOR,2008,No ETS
KOR,2009,No ETS
KOR,2010,No ETS
KOR,2011,No ETS
KOR,2012,No ETS
KOR,2013,No ETS
KOR,2014,No ETS
KOR,2015,Has an ETS
KOR,2016,Has an ETS
KOR,2017,Has an ETS
KOR,2018,Has an ETS
KOR,2019,Has an ETS
KOR,2020,Has an ETS
KOR,2021,Has an ETS
KOR,2022,Has an ETS
SSD,1989,No ETS
SSD,1990,No ETS
SSD,1991,No ETS
SSD,1992,No ETS
SSD,1993,No ETS
SSD,1994,No ETS
SSD,1995,No ETS
SSD,1996,No ETS
SSD,1997,No ETS
SSD,1998,No ETS
SSD,1999,No ETS
SSD,2000,No ETS
SSD,2001,No ETS
SSD,2002,No ETS
SSD,2003,No ETS
SSD,2004,No ETS
SSD,2005,No ETS
SSD,2006,No ETS
SSD,2007,No ETS
SSD,2008,No ETS
SSD,2009,No ETS
SSD,2010,No ETS
SSD,2011,No ETS
SSD,2012,No ETS
SSD,2013,No ETS
SSD,2014,No ETS
SSD,2015,No ETS
SSD,2016,No ETS
SSD,2017,No ETS
SSD,2018,No ETS
SSD,2019,No ETS
SSD,2020,No ETS
SSD,2021,No ETS
SSD,2022,No ETS
